2;2;1;0.000001
2;4;1;0.000001
2;8;1;0.000001
2;16;1;0.000001
2;32;1;0.000001
2;64;1;0.000001
2;128;1;0.000002
2;256;1;0.000004
2;512;1;0.000008
2;1024;1;0.000016
2;2048;1;0.000032
2;4096;1;0.000063
2;8192;1;0.000128
2;16384;1;0.000266
2;3;1;0.000000
2;5;1;0.000000
2;7;1;0.000000
2;11;1;0.000001
2;13;1;0.000001
2;17;1;0.000001
2;19;1;0.000001
2;23;1;0.000001
2;29;1;0.000001
2;31;1;0.000001
2;37;1;0.000001
2;41;1;0.000001
2;43;1;0.000001
2;47;1;0.000001
2;53;1;0.000001
2;59;1;0.000001
2;61;1;0.000001
2;67;1;0.000001
2;71;1;0.000001
2;73;1;0.000002
2;79;1;0.000002
2;83;1;0.000002
2;89;1;0.000002
2;97;1;0.000002
2;101;1;0.000002
2;103;1;0.000002
2;107;1;0.000002
2;109;1;0.000002
2;113;1;0.000002
2;127;1;0.000003
2;131;1;0.000003
2;137;1;0.000003
2;139;1;0.000003
2;149;1;0.000003
2;151;1;0.000003
2;157;1;0.000003
2;163;1;0.000003
2;167;1;0.000003
2;173;1;0.000003
2;179;1;0.000003
2;181;1;0.000003
2;191;1;0.000003
2;193;1;0.000003
2;197;1;0.000003
2;199;1;0.000003
2;211;1;0.000004
2;223;1;0.000004
2;227;1;0.000004
2;229;1;0.000004
2;233;1;0.000004
2;239;1;0.000004
2;1;1;0.000000
2;2;1;0.000000
2;3;1;0.000000
2;4;1;0.000000
2;5;1;0.000000
2;6;1;0.000000
2;7;1;0.000001
2;8;1;0.000001
2;10;1;0.000001
2;20;1;0.000001
2;30;1;0.000001
2;40;1;0.000001
2;50;1;0.000001
2;60;1;0.000001
2;70;1;0.000001
2;80;1;0.000002
2;100;1;0.000002
2;200;1;0.000003
2;300;1;0.000005
2;400;1;0.000007
2;500;1;0.000008
2;600;1;0.000010
2;700;1;0.000011
2;800;1;0.000013
2;1000;1;0.000016
2;2000;1;0.000031
2;3000;1;0.000046
2;4000;1;0.000062
2;5000;1;0.000077
2;6000;1;0.000092
2;7000;1;0.000108
2;8000;1;0.000124
2;10000;1;0.000156
2;20000;1;0.000312
2;30000;1;0.000468
4;2;1;0.000001
4;4;1;0.000001
4;8;1;0.000001
4;16;1;0.000001
4;32;1;0.000001
4;64;1;0.000002
4;128;1;0.000004
4;256;1;0.000008
4;512;1;0.000016
4;1024;1;0.000032
4;2048;1;0.000063
4;4096;1;0.000127
4;8192;1;0.000426
4;16384;1;0.001497
4;3;1;0.000001
4;5;1;0.000002
4;7;1;0.000002
4;11;1;0.000002
4;13;1;0.000003
4;17;1;0.000003
4;19;1;0.000003
4;23;1;0.000003
4;29;1;0.000001
4;31;1;0.000004
4;37;1;0.000004
4;41;1;0.000005
4;43;1;0.000005
4;47;1;0.000005
4;53;1;0.000006
4;59;1;0.000006
4;61;1;0.000007
4;67;1;0.000007
4;71;1;0.000007
4;73;1;0.000003
4;79;1;0.000008
4;83;1;0.000008
4;89;1;0.000009
4;97;1;0.000010
4;101;1;0.000010
4;103;1;0.000010
4;107;1;0.000011
4;109;1;0.000011
4;113;1;0.000011
4;127;1;0.000012
4;131;1;0.000012
4;137;1;0.000013
4;139;1;0.000013
4;149;1;0.000014
4;151;1;0.000014
4;157;1;0.000015
4;163;1;0.000015
4;167;1;0.000016
4;173;1;0.000016
4;179;1;0.000017
4;181;1;0.000017
4;191;1;0.000018
4;193;1;0.000018
4;197;1;0.000018
4;199;1;0.000018
4;211;1;0.000020
4;223;1;0.000021
4;227;1;0.000021
4;229;1;0.000021
4;233;1;0.000021
4;239;1;0.000022
4;1;1;0.000001
