128;1;2;0.000165
128;1;2;0.000060
128;1;2;0.000064
128;1;2;0.002370
128;1;2;0.000088
128;1;2;0.000137
128;1;2;0.000084
128;1;2;0.023793
128;1;2;0.000088
128;1;2;0.000092
128;1;2;0.000682
128;1;2;0.000089
128;1;2;0.000066
128;1;2;0.004256
128;1;2;0.015102
128;1;4;0.000142
128;1;4;0.000054
128;1;4;0.000057
128;1;4;0.000083
128;1;4;0.000068
128;1;4;0.002692
128;1;4;0.000107
128;1;4;0.000057
128;1;4;0.003621
128;1;4;0.000253
128;1;4;0.010429
128;1;4;0.024502
128;1;4;0.000090
128;1;4;0.000065
128;1;4;0.000051
128;1;8;0.000066
128;1;8;0.000037
128;1;8;0.000075
128;1;8;0.001069
128;1;8;0.000068
128;1;8;0.000044
128;1;8;0.000045
128;1;8;0.000084
128;1;8;0.000046
128;1;8;0.000092
128;1;8;0.000049
128;1;8;0.000183
128;1;8;0.000077
128;1;8;0.000072
128;1;8;0.093503
128;1;16;0.000115
128;1;16;0.000092
128;1;16;0.007123
128;1;16;0.000087
128;1;16;0.000051
128;1;16;0.000149
128;1;16;0.000035
128;1;16;0.000079
128;1;16;0.002609
128;1;16;0.000078
128;1;16;0.000038
128;1;16;0.000071
128;1;16;0.000043
128;1;16;0.000056
128;1;16;0.000048
128;1;3;0.000050
128;1;3;0.000153
128;1;3;0.030933
128;1;3;0.000984
128;1;3;0.000085
128;1;3;0.000094
128;1;3;0.000313
128;1;3;0.000066
128;1;3;0.000064
128;1;3;0.000193
128;1;3;0.005007
128;1;3;0.000052
128;1;3;0.011932
128;1;3;0.000090
128;1;3;0.000052
128;1;5;0.000099
128;1;5;0.000110
128;1;5;0.000575
128;1;5;0.000069
128;1;5;0.000290
128;1;5;0.000041
128;1;5;0.000179
128;1;5;0.000123
128;1;5;0.001739
128;1;5;0.000128
128;1;5;0.000086
128;1;5;0.000053
128;1;5;0.000050
128;1;5;0.000054
128;1;5;0.000058
128;1;7;0.000100
128;1;7;0.000050
128;1;7;0.007716
128;1;7;0.000054
128;1;7;0.000705
128;1;7;0.000110
128;1;7;0.000325
128;1;7;0.001837
128;1;7;0.000077
128;1;7;0.000052
128;1;7;0.000076
128;1;7;0.019579
128;1;7;0.000054
128;1;7;0.000059
128;1;7;0.000954
128;1;11;0.000096
128;1;11;0.000046
128;1;11;0.000050
128;1;11;0.000063
128;1;11;0.004413
128;1;11;0.000163
128;1;11;0.000075
128;1;11;0.000045
128;1;11;0.000090
128;1;11;0.000792
128;1;11;0.000153
128;1;11;0.000068
128;1;11;0.000072
128;1;11;0.000066
128;1;11;0.000047
128;1;13;0.000091
128;1;13;0.000153
128;1;13;0.000051
128;1;13;0.000092
128;1;13;0.000072
128;1;13;0.000091
128;1;13;0.000111
128;1;13;0.000044
128;1;13;0.001373
128;1;13;0.000089
128;1;13;0.000520
128;1;13;0.000049
128;1;13;0.000045
128;1;13;0.000048
128;1;13;0.000054
128;1;17;0.000071
128;1;17;0.000041
128;1;17;0.000040
128;1;17;0.001366
128;1;17;0.000056
128;1;17;0.005771
128;1;17;0.000039
128;1;17;0.011356
128;1;17;0.000053
128;1;17;0.015515
128;1;17;0.000092
128;1;17;0.000040
128;1;17;0.000068
128;1;17;0.000053
128;1;17;0.000069
128;1;19;0.000107
128;1;19;0.000094
128;1;19;0.026526
128;1;19;0.003516
128;1;19;0.000056
128;1;19;0.000072
128;1;19;0.015526
128;1;19;0.000120
128;1;19;0.001657
128;1;19;0.000038
128;1;19;0.000049
128;1;19;0.000049
128;1;19;0.000061
128;1;19;0.000068
128;1;19;0.091980
128;1;23;0.000100
128;1;23;0.001355
128;1;23;0.000131
128;1;23;0.000073
128;1;23;0.000063
128;1;23;0.000075
128;1;23;0.000180
128;1;23;0.000071
128;1;23;0.000050
128;1;23;0.000074
128;1;23;0.003164
128;1;23;0.000219
128;1;23;0.000076
128;1;23;0.000043
128;1;23;0.000056
128;1;29;0.000075
128;1;29;0.000077
128;1;29;0.000072
128;1;29;0.003752
128;1;29;0.000043
128;1;29;0.000111
128;1;29;0.000120
128;1;29;0.000048
128;1;29;0.000039
128;1;29;0.001439
128;1;29;0.012981
128;1;29;0.000062
128;1;29;0.010135
128;1;29;0.010006
128;1;29;0.000075
256;1;2;0.000265
256;1;2;0.000163
256;1;2;0.001185
256;1;2;0.000184
256;1;2;0.000112
256;1;2;0.000240
256;1;2;0.007346
256;1;2;0.012210
256;1;2;0.000550
256;1;2;0.002481
256;1;2;0.004899
256;1;2;0.000110
256;1;2;0.000766
256;1;2;0.000223
256;1;2;0.033922
256;1;4;0.000202
256;1;4;0.000385
256;1;4;0.014516
256;1;4;0.000093
256;1;4;0.000130
256;1;4;0.000089
256;1;4;0.012078
256;1;4;0.000146
256;1;4;0.004107
256;1;4;0.001623
256;1;4;0.000101
256;1;4;0.000128
256;1;4;0.054505
256;1;4;0.015201
256;1;4;0.000121
256;1;8;0.000199
256;1;8;0.000078
256;1;8;0.000087
256;1;8;0.000104
256;1;8;0.000111
256;1;8;0.000122
256;1;8;0.000134
256;1;8;0.000534
256;1;8;0.000124
256;1;8;0.000264
256;1;8;0.012782
256;1;8;0.002367
256;1;8;0.002703
256;1;8;0.000118
256;1;8;0.019846
256;1;16;0.000127
256;1;16;0.000120
256;1;16;0.011858
256;1;16;0.000214
256;1;16;0.075396
256;1;16;0.000324
256;1;16;0.001944
256;1;16;0.013930
256;1;16;0.000707
256;1;16;0.030972
256;1;16;0.000093
256;1;16;0.037489
256;1;16;0.000119
256;1;16;0.000109
256;1;16;0.000087
256;1;3;0.000097
256;1;3;0.000131
256;1;3;0.000963
256;1;3;0.000150
256;1;3;0.000136
256;1;3;0.000107
256;1;3;0.001366
256;1;3;0.000742
256;1;3;0.000106
256;1;3;0.024761
256;1;3;0.001485
256;1;3;0.001839
256;1;3;0.032383
256;1;3;0.000095
256;1;3;0.000085
256;1;5;0.000144
256;1;5;0.000129
256;1;5;0.006269
256;1;5;0.000109
256;1;5;0.000082
256;1;5;0.000129
256;1;5;0.000081
256;1;5;0.000084
256;1;5;0.008850
256;1;5;0.000083
256;1;5;0.000108
256;1;5;0.033645
256;1;5;0.000936
256;1;5;0.000118
256;1;5;0.000305
256;1;7;0.000083
256;1;7;0.000365
256;1;7;0.000658
256;1;7;0.000858
256;1;7;0.000097
256;1;7;0.000231
256;1;7;0.000066
256;1;7;0.000110
256;1;7;0.000078
256;1;7;0.005906
256;1;7;0.000119
256;1;7;0.000118
256;1;7;0.000123
256;1;7;0.008251
256;1;7;0.000084
256;1;11;0.000161
256;1;11;0.000125
256;1;11;0.000142
256;1;11;0.002690
256;1;11;0.000100
256;1;11;0.000158
256;1;11;0.000779
256;1;11;0.000080
256;1;11;0.000083
256;1;11;0.006909
256;1;11;0.000104
256;1;11;0.000107
256;1;11;0.000847
256;1;11;0.000113
256;1;11;0.000090
256;1;13;0.000084
256;1;13;0.000066
256;1;13;0.013040
256;1;13;0.000081
256;1;13;0.000085
256;1;13;0.000098
256;1;13;0.001341
256;1;13;0.014316
256;1;13;0.000074
256;1;13;0.000121
256;1;13;0.004688
256;1;13;0.054546
256;1;13;0.005848
256;1;13;0.000075
256;1;13;0.000109
256;1;17;0.004172
256;1;17;0.000074
256;1;17;0.004756
256;1;17;0.000224
256;1;17;0.000073
256;1;17;0.000166
256;1;17;0.000541
256;1;17;0.001189
256;1;17;0.014547
256;1;17;0.000073
256;1;17;0.000099
256;1;17;0.000072
256;1;17;0.000117
256;1;17;0.018016
256;1;17;0.000121
256;1;19;0.000124
256;1;19;0.000101
256;1;19;0.000177
256;1;19;0.000091
256;1;19;0.003742
256;1;19;0.003116
256;1;19;0.000073
256;1;19;0.000079
256;1;19;0.017362
256;1;19;0.000685
256;1;19;0.024405
256;1;19;0.001198
256;1;19;0.000088
256;1;19;0.000089
256;1;19;0.064859
256;1;23;0.000159
256;1;23;0.000107
256;1;23;0.001605
256;1;23;0.000094
256;1;23;0.000081
256;1;23;0.000251
256;1;23;0.000237
256;1;23;0.003572
256;1;23;0.000081
256;1;23;0.013307
256;1;23;0.000086
256;1;23;0.000075
256;1;23;0.000086
256;1;23;0.000079
256;1;23;0.000078
256;1;29;0.000169
256;1;29;0.000101
256;1;29;0.000082
256;1;29;0.000082
256;1;29;0.015889
256;1;29;0.001190
256;1;29;0.000070
256;1;29;0.000072
256;1;29;0.000067
256;1;29;0.004017
256;1;29;0.000104
256;1;29;0.002794
256;1;29;0.000109
256;1;29;0.000090
256;1;29;0.000106
101;1;2;0.000046
101;1;2;0.000039
101;1;2;0.000066
101;1;2;0.000074
101;1;2;0.006306
101;1;2;0.000101
101;1;2;0.000112
101;1;2;0.000327
101;1;2;0.000060
101;1;2;0.000043
101;1;2;0.000047
101;1;2;0.008345
101;1;2;0.004529
101;1;2;0.000047
101;1;2;0.000042
101;1;4;0.000103
101;1;4;0.013164
101;1;4;0.000084
101;1;4;0.000041
101;1;4;0.000032
101;1;4;0.000074
101;1;4;0.000083
101;1;4;0.004171
101;1;4;0.000033
101;1;4;0.017627
101;1;4;0.000032
101;1;4;0.000894
101;1;4;0.000062
101;1;4;0.000032
101;1;4;0.000035
101;1;8;0.000063
101;1;8;0.000078
101;1;8;0.000090
101;1;8;0.000053
101;1;8;0.000030
101;1;8;0.000034
101;1;8;0.000263
101;1;8;0.000030
101;1;8;0.000056
101;1;8;0.000061
101;1;8;0.000032
101;1;8;0.000045
101;1;8;0.005161
101;1;8;0.000034
101;1;8;0.000048
101;1;16;0.000034
101;1;16;0.000060
101;1;16;0.000031
101;1;16;0.000041
101;1;16;0.000039
101;1;16;0.000072
